"annee","code_departement","ID_culture","surfbio"
2008,"18",27,128.1
2008,"18",34,348.39
2008,"18",33,20.8
2008,"18",82,93.19
2008,"18",85,30.36
2008,"18",85,235.59
2008,"18",94,150.883
2008,"18",11,58.22
2008,"18",115,4.5
2008,"18",122,115.52
2008,"18",70,17.85
2008,"18",48,7.9
2008,"18",116,12.69
2008,"18",72,6
2008,"18",121,97.03
2008,"18",74,10.52
2008,"18",103,47.81
2008,"18",16,17.0914
2008,"18",16,1.834
2008,"18",80,49.86
2008,"18",99,0.5
2008,"18",19,0.79
2008,"18",12,3.74
2008,"18",75,65.18
2008,"18",81,7.75
2008,"18",120,613.275
2008,"18",12,18.75
2008,"18",112,55.68
2008,"18",108,1166.519
2008,"28",10,3.21
2008,"28",89,0.291
2008,"28",15,0.1
2008,"28",27,52.37
2008,"28",32,7.08
2008,"28",34,322.051
2008,"28",33,0.9
2008,"28",82,34.58
2008,"28",85,16.47
2008,"28",85,45.81
2008,"28",94,107.62
2008,"28",11,14.45
2008,"28",122,53.54
2008,"28",70,5.4
2008,"28",48,62.97
2008,"28",72,2.71
2008,"28",121,67.87
2008,"28",103,5.42
2008,"28",30,7.8
2008,"28",54,0.1
2008,"28",65,4.2
2008,"28",16,5.242
2008,"28",16,0.08
2008,"28",80,6.51
2008,"28",91,2.4
2008,"28",99,14.95
2008,"28",19,10.8
2008,"28",12,2.18
2008,"28",75,68.69
2008,"28",81,11.8
2008,"28",120,195.673
2008,"28",112,21.909
2008,"28",108,59.95
2008,"36",10,3.76
2008,"36",58,0.02
2008,"36",45,3
2008,"36",89,0.1
2008,"36",15,1.192
2008,"36",61,3.09
2008,"36",106,8
2008,"36",22,2
2008,"36",11,7
2008,"36",27,18.55
2008,"36",34,151.17
2008,"36",33,41.91
2008,"36",82,69.52
2008,"36",85,36.51
2008,"36",85,41.92
2008,"36",94,83.71
2008,"36",11,40.74
2008,"36",115,12.37
2008,"36",122,104.86
2008,"36",70,1.17
2008,"36",121,46.83
2008,"36",74,19.5
2008,"36",103,26.85
2008,"36",7,0.48
2008,"36",30,2.35
2008,"36",16,23.178
2008,"36",16,0.51
2008,"36",19,1.46
2008,"36",12,21.37
2008,"36",75,21.96
2008,"36",81,13.8
2008,"36",12,66.98
2008,"36",120,1390.785
2008,"36",112,16.02
2008,"36",108,562.172
2008,"37",10,5.71
2008,"37",40,0.97
2008,"37",39,0.005
2008,"37",58,0.022
2008,"37",88,0.1
2008,"37",89,0.1
2008,"37",15,68.477
2008,"37",101,5.808
2008,"37",106,4.905
2008,"37",11,28.27
2008,"37",27,38.1
2008,"37",34,619.55
2008,"37",33,41.64
2008,"37",82,306.58
2008,"37",85,34.61
2008,"37",85,51.14
2008,"37",94,139.95
2008,"37",11,36.42
2008,"37",115,5.96
2008,"37",117,8.18
2008,"37",122,130.37
2008,"37",70,20.65
2008,"37",17,1.02
2008,"37",48,37.26
2008,"37",72,0.91
2008,"37",121,244.07
2008,"37",103,64.75
2008,"37",3,0.04
2008,"37",7,0.82
2008,"37",38,0.4
2008,"37",52,0.04
2008,"37",44,0.12
2008,"37",65,1.2
2008,"37",67,0.05
2008,"37",16,45.194
2008,"37",16,1.63
2008,"37",80,12.34
2008,"37",86,0.3
2008,"37",100,0.18
2008,"37",98,0.3
2008,"37",99,0.78
2008,"37",110,0.3
2008,"37",19,0.492
2008,"37",19,0.01
2008,"37",19,0.7
2008,"37",97,0.004
2008,"37",12,4.79
2008,"37",75,71.755
2008,"37",81,22.9
2008,"37",12,22.21
2008,"37",120,1083.903
2008,"37",12,29.03
2008,"37",112,8.18
2008,"37",108,343.094
2008,"41",15,12.26
2008,"41",109,0.765
2008,"41",106,0.51
2008,"41",11,15.44
2008,"41",27,114.41
2008,"41",34,556.993
2008,"41",33,44.18
2008,"41",82,149.26
2008,"41",85,7.38
2008,"41",85,47.42
2008,"41",94,255.49
2008,"41",11,41.47
2008,"41",115,7.02
2008,"41",122,167.18
2008,"41",70,20.12
2008,"41",48,64.46
2008,"41",121,159.55
2008,"41",103,31.974
2008,"41",7,8
2008,"41",30,39.53
2008,"41",38,2
2008,"41",44,1.4
2008,"41",107,44.57
2008,"41",54,0.71
2008,"41",55,0.5
2008,"41",65,1
2008,"41",16,78.91
2008,"41",16,2.03
2008,"41",80,5.6
2008,"41",86,1.5
2008,"41",91,33.83
2008,"41",100,6.94
2008,"41",99,42.02
2008,"41",19,1
2008,"41",12,1.64
2008,"41",75,9.44
2008,"41",81,21.25
2008,"41",12,15.6
2008,"41",120,554.5229
2008,"41",12,5.85
2008,"41",112,43.43
2008,"41",108,396.268
2008,"45",10,3.78
2008,"45",59,0.05
2008,"45",15,12.4
2008,"45",101,1.16
2008,"45",106,9.26
2008,"45",11,7.28
2008,"45",27,33.341
2008,"45",34,190.12
2008,"45",33,21.82
2008,"45",82,167.64
2008,"45",85,15.55
2008,"45",85,30.597
2008,"45",94,143.346
2008,"45",11,55.64
2008,"45",115,12.66
2008,"45",122,44.01
2008,"45",21,5.16
2008,"45",72,12.85
2008,"45",121,29.5
2008,"45",103,31.64
2008,"45",7,3.66
2008,"45",30,22.55
2008,"45",52,1
2008,"45",54,0.1
2008,"45",55,6
2008,"45",65,9.37
2008,"45",16,36.284
2008,"45",16,2.413
2008,"45",80,15
2008,"45",91,3.1
2008,"45",99,26.38
2008,"45",19,4.9
2008,"45",19,5.77
2008,"45",97,5.5
2008,"45",12,43.311
2008,"45",75,68.763
2008,"45",81,10
2008,"45",12,8.57
2008,"45",120,397.36
2008,"45",112,9.61
2008,"45",108,83.919
2008,"21",10,9.43
2008,"21",39,13.25
2008,"21",15,4.17
2008,"21",106,0.79
2008,"21",11,46.27
2008,"21",27,215.64
2008,"21",34,1360.34
2008,"21",33,157.4
2008,"21",82,4.49
2008,"21",85,57.01
2008,"21",85,68.73
2008,"21",94,328.7
2008,"21",11,72.25
2008,"21",115,82.84
2008,"21",117,20.47
2008,"21",122,79.43
2008,"21",21,0.1
2008,"21",70,33.46
2008,"21",17,1.46
2008,"21",48,35.51
2008,"21",116,49.01
2008,"21",72,5.62
2008,"21",121,198.16
2008,"21",103,159.88
2008,"21",3,0.028
2008,"21",7,0.45
2008,"21",107,0.5
2008,"21",65,0.13
2008,"21",67,0.18
2008,"21",16,55.564
2008,"21",16,1.338
2008,"21",91,0.159
2008,"21",99,11.8
2008,"21",110,0.5
2008,"21",19,3.773
2008,"21",19,0.4
2008,"21",19,0.6
2008,"21",19,0.39
2008,"21",12,13.86
2008,"21",43,3.31
2008,"21",75,505.84
2008,"21",12,105.43
2008,"21",120,689.365
2008,"21",12,58.72
2008,"21",112,15.96
2008,"21",108,2598.86
2008,"25",63,0.37
2008,"25",39,0.22
2008,"25",58,0.17
2008,"25",59,0.7
2008,"25",15,2.01
2008,"25",11,0.27
2008,"25",27,20.19
2008,"25",34,34.24
2008,"25",33,29.7
2008,"25",82,16.79
2008,"25",85,29.83
2008,"25",85,250.56
2008,"25",94,16.65
2008,"25",115,5.8
2008,"25",122,22.02
2008,"25",72,0.5
2008,"25",3,0.12
2008,"25",44,0.6
2008,"25",107,0.02
2008,"25",54,0.11
2008,"25",16,16.24
2008,"25",16,0.895
2008,"25",91,0.06
2008,"25",12,18.5
2008,"25",75,3.78
2008,"25",81,18.92
2008,"25",12,16.76
2008,"25",120,1046.787
2008,"25",112,9.92
2008,"25",108,5268.369
2008,"39",40,1.01
2008,"39",39,0.1
2008,"39",15,4.807
2008,"39",61,0.6
2008,"39",106,7.16
2008,"39",11,47.12
2008,"39",27,37.12
2008,"39",34,184.885
2008,"39",33,23.28
2008,"39",82,171.58
2008,"39",85,9.86
2008,"39",85,315.51
2008,"39",94,87.84
2008,"39",11,15.38
2008,"39",115,20.02
2008,"39",122,47.02
2008,"39",116,57.45
2008,"39",121,18.36
2008,"39",74,2
2008,"39",103,0.8
2008,"39",16,11.85
2008,"39",16,0.875
2008,"39",99,1.88
2008,"39",19,1.196
2008,"39",12,8
2008,"39",75,43.039
2008,"39",81,17.22
2008,"39",12,9.48
2008,"39",120,1478.125
2008,"39",12,3.3
2008,"39",112,76.27
2008,"39",108,5204.789
2008,"58",39,0.1
2008,"58",15,9.406
2008,"58",27,44.55
2008,"58",34,291.04
2008,"58",33,50.93
2008,"58",82,1
2008,"58",85,132.74
2008,"58",85,62.44
2008,"58",94,95.59
2008,"58",11,20.66
2008,"58",115,25.49
2008,"58",122,117.49
2008,"58",70,5.83
2008,"58",48,7.87
2008,"58",121,33.59
2008,"58",103,66.76
2008,"58",16,2.77
2008,"58",16,0.08
2008,"58",99,0.25
2008,"58",110,0.53
2008,"58",19,5.379
2008,"58",19,0.06
2008,"58",19,0.08
2008,"58",19,0.1
2008,"58",12,5.72
2008,"58",43,2.3
2008,"58",75,49.02
2008,"58",81,3.43
2008,"58",12,81.74
2008,"58",120,1260.71
2008,"58",12,3.4
2008,"58",112,12.15
2008,"58",108,2959.891
2008,"70",39,0.003
2008,"70",58,0.53
2008,"70",18,4.5
2008,"70",15,26.162
2008,"70",101,11.9
2008,"70",106,80.46
2008,"70",22,3
2008,"70",11,46.63
2008,"70",27,47.82
2008,"70",34,526.88
2008,"70",33,97.34
2008,"70",82,272.43
2008,"70",85,50.78
2008,"70",85,182.97
2008,"70",94,106.16
2008,"70",11,7
2008,"70",115,7.71
2008,"70",122,143.44
2008,"70",70,4.7
2008,"70",48,12.59
2008,"70",116,19.24
2008,"70",121,52.91
2008,"70",74,1.55
2008,"70",103,156.04
2008,"70",7,0.7
2008,"70",16,9.524
2008,"70",16,0.56
2008,"70",91,0.05
2008,"70",99,4.135
2008,"70",19,1.7
2008,"70",68,0.4
2008,"70",19,0.45
2008,"70",19,0.2
2008,"70",19,0.105
2008,"70",12,4
2008,"70",75,70.63
2008,"70",81,15.07
2008,"70",12,40.23
2008,"70",120,1172.677
2008,"70",108,2490.285
2008,"71",40,2.9
2008,"71",39,0.9
2008,"71",59,0.9
2008,"71",45,1
2008,"71",15,5.95
2008,"71",109,1.23
2008,"71",11,3.23
2008,"71",27,21.57
2008,"71",34,94.62
2008,"71",33,91.718
2008,"71",82,64.76
2008,"71",85,31.73
2008,"71",85,76.797
2008,"71",94,49.966
2008,"71",11,57.05
2008,"71",115,19.67
2008,"71",117,13.65
2008,"71",122,49.556
2008,"71",70,12.28
2008,"71",48,0.91
2008,"71",116,26.24
2008,"71",121,12.82
2008,"71",74,2.94
2008,"71",103,5.89
2008,"71",16,19.531
2008,"71",16,0.957
2008,"71",99,0.98
2008,"71",19,2.5678
2008,"71",12,90
2008,"71",43,4.4
2008,"71",75,30.25
2008,"71",81,6.06
2008,"71",12,146.3
2008,"71",120,883.554
2008,"71",12,1.8
2008,"71",112,140.559
2008,"71",108,3426.54
2008,"89",58,0.7
2008,"89",45,0.328
2008,"89",15,15.353
2008,"89",61,3.17
2008,"89",101,3.62
2008,"89",106,10.152
2008,"89",11,186.34
2008,"89",27,410.11
2008,"89",34,1584.5
2008,"89",33,301.76
2008,"89",82,37.37
2008,"89",85,37.67
2008,"89",85,23.46
2008,"89",94,588.56
2008,"89",11,134.43
2008,"89",115,96.74
2008,"89",117,5.55
2008,"89",122,154.58
2008,"89",21,0.15
2008,"89",70,83.08
2008,"89",102,1
2008,"89",48,19.18
2008,"89",72,54.47
2008,"89",121,352.12
2008,"89",103,468.78
2008,"89",7,1.76
2008,"89",16,31.941
2008,"89",16,1.505
2008,"89",100,0.5
2008,"89",99,6.19
2008,"89",19,1.0302
2008,"89",19,7.16
2008,"89",12,6.38
2008,"89",75,220.32
2008,"89",12,104.72
2008,"89",120,744.643
2008,"89",12,121.86
2008,"89",112,25.26
2008,"89",108,914.408
2008,"90",15,0.07
2008,"90",34,16.7
2008,"90",33,3.73
2008,"90",85,15.63
2008,"90",115,3.05
2008,"90",16,6.301
2008,"90",16,0.29
2008,"90",75,5.7
2008,"90",120,68.8
2008,"90",108,129.7
2008,"14",10,2
2008,"14",58,0.05
2008,"14",15,149.202
2008,"14",101,7.43
2008,"14",106,192.962
2008,"14",27,29.02
2008,"14",34,92.71
2008,"14",82,14.32
2008,"14",85,33.67
2008,"14",85,68.06
2008,"14",94,48.94
2008,"14",115,4.58
2008,"14",122,64.64
2008,"14",72,1
2008,"14",121,3
2008,"14",44,0.04
2008,"14",16,47.606
2008,"14",16,1.565
2008,"14",99,7.2
2008,"14",12,30.35
2008,"14",43,2
2008,"14",75,1.47
2008,"14",81,80.08
2008,"14",12,56.35
2008,"14",120,916.978
2008,"14",112,2.77
2008,"14",108,5590.283
2008,"27",10,7.21
2008,"27",15,31.187
2008,"27",106,9.82
2008,"27",11,13.2
2008,"27",27,21.44
2008,"27",32,0.3
2008,"27",34,166.66
2008,"27",33,27.67
2008,"27",85,3.96
2008,"27",85,30.05
2008,"27",94,74.33
2008,"27",11,2.4
2008,"27",115,7.6
2008,"27",122,23.35
2008,"27",21,2.8
2008,"27",48,13.83
2008,"27",72,9.07
2008,"27",16,20.088
2008,"27",16,2.195
2008,"27",99,7.085
2008,"27",19,2.752
2008,"27",12,12.95
2008,"27",75,74.77
2008,"27",120,237.277
2008,"27",112,5.92
2008,"27",108,531.925
2008,"50",15,63.889
2008,"50",106,88.968
2008,"50",27,18.74
2008,"50",34,62.242
2008,"50",33,1.5
2008,"50",82,49.5
2008,"50",85,37.34
2008,"50",85,129.15
2008,"50",94,70.45
2008,"50",11,5
2008,"50",122,7.14
2008,"50",48,2.1
2008,"50",103,0.9
2008,"50",7,0.84
2008,"50",30,21.59
2008,"50",38,32.7112
2008,"50",52,8.35
2008,"50",44,21.42
2008,"50",44,29.38
2008,"50",55,0.2
2008,"50",65,0.435
2008,"50",67,4.56
2008,"50",16,86.362
2008,"50",16,1.257
2008,"50",86,8.194
2008,"50",91,2.6
2008,"50",100,25.71
2008,"50",99,25.16
2008,"50",110,7.68
2008,"50",19,0.84
2008,"50",97,0.75
2008,"50",12,25.15
2008,"50",75,14.74
2008,"50",81,129.95
2008,"50",12,52.79
2008,"50",120,1197.474
2008,"50",12,4.325
2008,"50",112,6.066
2008,"50",108,5573.388
2008,"61",15,31.428
2008,"61",106,121.55
2008,"61",11,5
2008,"61",27,154.78
2008,"61",34,546.033
2008,"61",33,32.11
2008,"61",82,142.54
2008,"61",85,65.66
2008,"61",85,375.895
2008,"61",94,67.71
2008,"61",11,79.02
2008,"61",115,38.07
2008,"61",122,130.11
2008,"61",48,6
2008,"61",121,23.79
2008,"61",44,0.5
2008,"61",16,21.816
2008,"61",16,0.329
2008,"61",99,1.36
2008,"61",19,0.38
2008,"61",19,0.1
2008,"61",12,44.96
2008,"61",75,26.41
2008,"61",81,112.77
2008,"61",12,132.43
2008,"61",120,1774.933
2008,"61",112,4.77
2008,"61",108,6606.144
2008,"76",10,5.36
2008,"76",59,0.522
2008,"76",15,31.84
2008,"76",101,0.35
2008,"76",106,12.87
2008,"76",11,9.77
2008,"76",27,10.22
2008,"76",34,151.537
2008,"76",33,15.53
2008,"76",82,7.5
2008,"76",85,33.14
2008,"76",85,29.44
2008,"76",94,21.18
2008,"76",11,3
2008,"76",122,48.14
2008,"76",48,2
2008,"76",72,13.27
2008,"76",30,21.18
2008,"76",107,0.1
2008,"76",55,12.09
2008,"76",65,0.1
2008,"76",16,16.631
2008,"76",16,1.353
2008,"76",99,22.82
2008,"76",12,14.33
2008,"76",75,9.935
2008,"76",81,24.14
2008,"76",12,20.33
2008,"76",120,347.65
2008,"76",12,4.75
2008,"76",112,0.75
2008,"76",108,900.468
2008,"02",15,8.75
2008,"02",106,1.04
2008,"02",27,88.61
2008,"02",34,66.62
2008,"02",33,17.3
2008,"02",82,4.78
2008,"02",85,22.04
2008,"02",94,49.24
2008,"02",122,42.94
2008,"02",7,0.27
2008,"02",54,0.05
2008,"02",16,10.8
2008,"02",16,0.48
2008,"02",91,0.17
2008,"02",99,7.98
2008,"02",12,1
2008,"02",75,41.72
2008,"02",81,3.51
2008,"02",120,199.191
2008,"02",112,3.7
2008,"02",108,432.637
2008,"59",42,11.01
2008,"59",63,3.858
2008,"59",58,1.343
2008,"59",59,0.002
2008,"59",15,44.539
2008,"59",61,0.19
2008,"59",101,0.2
2008,"59",106,4.935
2008,"59",27,17.55
2008,"59",32,5.85
2008,"59",34,71.502
2008,"59",33,7.36
2008,"59",82,18.495
2008,"59",85,25.53
2008,"59",94,5.57
2008,"59",11,1.8
2008,"59",115,6.88
2008,"59",122,39.12
2008,"59",48,2
2008,"59",121,0.8
2008,"59",3,0.05
2008,"59",6,0.02
2008,"59",7,0.096
2008,"59",30,4.8
2008,"59",38,1.21
2008,"59",52,0.23
2008,"59",44,0.3
2008,"59",44,0.02
2008,"59",54,0.11
2008,"59",55,27.45
2008,"59",56,0.05
2008,"59",65,0.05
2008,"59",67,0.08
2008,"59",16,52.513
2008,"59",16,3.305
2008,"59",86,1
2008,"59",91,2.69
2008,"59",100,1.325
2008,"59",99,48.4
2008,"59",110,1.965
2008,"59",19,4.479
2008,"59",19,0.18
2008,"59",19,0.25
2008,"59",19,0.1
2008,"59",19,4.81
2008,"59",97,0.28
2008,"59",19,0.9
2008,"59",12,5.37
2008,"59",75,8.47
2008,"59",120,93.001
2008,"59",12,2.21
2008,"59",112,17.643
2008,"59",108,1139.792
2008,"60",10,4.4
2008,"60",42,3.5
2008,"60",59,0.03
2008,"60",15,22.88
2008,"60",106,4.39
2008,"60",11,26.65
2008,"60",27,46.63
2008,"60",34,435.448
2008,"60",33,126.88
2008,"60",82,119.5
2008,"60",85,14.75
2008,"60",85,35.413
2008,"60",94,135.283
2008,"60",11,10.25
2008,"60",122,264.33
2008,"60",70,4.85
2008,"60",17,2.05
2008,"60",48,9.52
2008,"60",116,13.43
2008,"60",72,3.76
2008,"60",121,18.12
2008,"60",103,26.7
2008,"60",7,0.5
2008,"60",30,1
2008,"60",55,10
2008,"60",16,29.465
2008,"60",16,1.097
2008,"60",80,3.3
2008,"60",86,0.59
2008,"60",100,0.8
2008,"60",99,17.431
2008,"60",75,105.345
2008,"60",81,29.4
2008,"60",12,9.7
2008,"60",120,247.019
2008,"60",112,5.9
2008,"60",108,716.38
2008,"62",42,12.29
2008,"62",58,1.774
2008,"62",15,9.274
2008,"62",101,1.5
2008,"62",106,4.63
2008,"62",27,27.01
2008,"62",34,272.887
2008,"62",33,31.413
2008,"62",82,47.35
2008,"62",85,27.394
2008,"62",94,20.03
2008,"62",11,8.74
2008,"62",115,2.35
2008,"62",122,86.96
2008,"62",48,5.66
2008,"62",6,2.47
2008,"62",7,5.87
2008,"62",30,13.3
2008,"62",38,0.71
2008,"62",44,0.06
2008,"62",107,0.09
2008,"62",55,11.23
2008,"62",67,0.16
2008,"62",16,48.614
2008,"62",16,2.828
2008,"62",80,1.5
2008,"62",91,0.07
2008,"62",99,52.812
2008,"62",119,0.35
2008,"62",19,0.05
2008,"62",12,50.922
2008,"62",75,37.64
2008,"62",81,5.72
2008,"62",12,8.3
2008,"62",120,228.563
2008,"62",12,4.044
2008,"62",112,9.242
2008,"62",108,393.88
2008,"80",42,6.7
2008,"80",58,0.06
2008,"80",59,0.25
2008,"80",15,11.409
2008,"80",61,0.92
2008,"80",101,3.24
2008,"80",106,8.373
2008,"80",22,0.665
2008,"80",27,9.97
2008,"80",34,268.969
2008,"80",33,4.3
2008,"80",82,55.5
2008,"80",85,8.15
2008,"80",94,42.024
2008,"80",122,106.82
2008,"80",70,8.54
2008,"80",103,5.2
2008,"80",6,0.038
2008,"80",38,0.8
2008,"80",44,0.15
2008,"80",55,51.27
2008,"80",16,20.909
2008,"80",16,0.656
2008,"80",100,0.21
2008,"80",99,22.94
2008,"80",75,38.674
2008,"80",81,12.68
2008,"80",120,139.709
2008,"80",12,7.57
2008,"80",112,98.62
2008,"80",108,181.214
2008,"08",59,0.05
2008,"08",15,4.074
2008,"08",27,17.64
2008,"08",34,103.88
2008,"08",33,13.91
2008,"08",82,14.12
2008,"08",85,20.89
2008,"08",94,104.13
2008,"08",11,10.51
2008,"08",115,0.1
2008,"08",122,11.78
2008,"08",70,0.09
2008,"08",48,14.08
2008,"08",116,4
2008,"08",103,9.24
2008,"08",65,0.3
2008,"08",16,7.825
2008,"08",16,0.605
2008,"08",91,1.53
2008,"08",99,9.86
2008,"08",12,12.66
2008,"08",75,212.67
2008,"08",81,6.5
2008,"08",120,37.264
2008,"08",12,58.08
2008,"08",112,11
2008,"08",108,1314.194
2008,"10",10,62.65
2008,"10",15,1.26
2008,"10",106,6.03
2008,"10",27,136.82
2008,"10",34,189.42
2008,"10",33,5.48
2008,"10",82,4.958
2008,"10",94,153.61
2008,"10",11,0.65
2008,"10",122,80.27
2008,"10",70,17.97
2008,"10",48,33.97
2008,"10",72,2.45
2008,"10",121,11.37
2008,"10",103,11.31
2008,"10",7,0.23
2008,"10",16,18.032
2008,"10",16,0.462
2008,"10",99,2.07
2008,"10",12,14.48
2008,"10",75,139.35
2008,"10",12,4.42
2008,"10",120,157.013
2008,"10",12,4.1
2008,"10",108,138.79
2008,"51",10,5.55
2008,"51",40,1.43
2008,"51",39,0.01
2008,"51",59,0.02
2008,"51",15,0.74
2008,"51",27,75.1
2008,"51",34,217.87
2008,"51",33,87
2008,"51",82,13.57
2008,"51",85,15.31
2008,"51",85,1.73
2008,"51",94,156.77
2008,"51",11,0.74
2008,"51",115,13.6
2008,"51",122,42.72
2008,"51",21,8.3
2008,"51",70,2.61
2008,"51",48,37.21
2008,"51",72,17.1
2008,"51",74,1
2008,"51",103,10.78
2008,"51",7,2.63
2008,"51",55,4.15
2008,"51",16,6.204
2008,"51",16,0.24
2008,"51",99,7.75
2008,"51",19,4.63
2008,"51",75,219.83
2008,"51",12,5.51
2008,"51",120,72.52
2008,"51",12,2.34
2008,"51",112,3.5
2008,"51",108,84.7
2008,"52",15,2.14
2008,"52",27,65.45
2008,"52",34,136.28
2008,"52",33,1.33
2008,"52",82,1.7
2008,"52",85,10.45
2008,"52",85,69.85
2008,"52",94,61.88
2008,"52",11,21.83
2008,"52",115,24.04
2008,"52",122,41.05
2008,"52",70,2.84
2008,"52",17,1
2008,"52",121,16.76
2008,"52",103,4.63
2008,"52",16,4.55
2008,"52",16,0.299
2008,"52",99,0.38
2008,"52",12,5.52
2008,"52",75,22.55
2008,"52",81,30.41
2008,"52",12,33.63
2008,"52",120,277.15
2008,"52",108,1438.208
2008,"54",63,0.403
2008,"54",58,0.02
2008,"54",59,0.05
2008,"54",15,56.266
2008,"54",22,0.002
2008,"54",27,18
2008,"54",32,3.11
2008,"54",34,223.94
2008,"54",33,64.84
2008,"54",82,1.2
2008,"54",85,52.43
2008,"54",85,115.35
2008,"54",94,118.09
2008,"54",11,3.01
2008,"54",115,39.1
2008,"54",122,32.34
2008,"54",70,13.19
2008,"54",116,11.66
2008,"54",121,18.27
2008,"54",16,15.037
2008,"54",16,0.668
2008,"54",99,3.49
2008,"54",119,0.03
2008,"54",12,16.86
2008,"54",81,4.05
2008,"54",120,656.597
2008,"54",108,1277.877
2008,"55",58,0.2
2008,"55",59,0.1
2008,"55",88,0.44
2008,"55",89,0.1
2008,"55",1,1
2008,"55",15,8.13
2008,"55",61,13.47
2008,"55",109,2.71
2008,"55",101,5.14
2008,"55",106,5.49
2008,"55",22,109.876
2008,"55",27,49.51
2008,"55",34,282.503
2008,"55",33,43.43
2008,"55",82,18.26
2008,"55",85,70
2008,"55",85,230.22
2008,"55",94,101.82
2008,"55",115,11.23
2008,"55",122,2.98
2008,"55",70,6.9
2008,"55",48,15.43
2008,"55",103,1
2008,"55",55,4
2008,"55",16,4.121
2008,"55",16,0.12
2008,"55",99,1.45
2008,"55",12,18.31
2008,"55",75,100.18
2008,"55",81,10.2
2008,"55",12,9
2008,"55",120,538.104
2008,"55",112,5.7
2008,"55",108,941.373
2008,"57",59,0.03
2008,"57",15,7.863
2008,"57",61,1
2008,"57",101,0.51
2008,"57",27,65.84
2008,"57",34,284.42
2008,"57",33,84.09
2008,"57",85,5.38
2008,"57",85,244.42
2008,"57",94,17.34
2008,"57",115,8.52
2008,"57",122,81.17
2008,"57",44,0.233
2008,"57",16,5.891
2008,"57",16,0.446
2008,"57",99,0.64
2008,"57",12,0.112
2008,"57",81,2.85
2008,"57",12,8.39
2008,"57",120,1015.979
2008,"57",112,1.4
2008,"57",108,2444.488
2008,"67",10,4.8
2008,"67",58,0.25
2008,"67",59,0.43
2008,"67",18,1.7
2008,"67",15,31.671
2008,"67",101,0.458
2008,"67",106,10.74
2008,"67",22,1.28
2008,"67",27,46.66
2008,"67",34,347.99
2008,"67",33,60.83
2008,"67",82,57.328
2008,"67",85,147.5
2008,"67",94,57.34
2008,"67",115,20.53
2008,"67",122,264.1
2008,"67",48,4.6
2008,"67",116,43.75
2008,"67",121,8.85
2008,"67",103,0.4
2008,"67",3,0.47
2008,"67",7,3.58
2008,"67",38,3.63
2008,"67",52,1.33
2008,"67",44,3.26
2008,"67",107,0.41
2008,"67",16,68.312
2008,"67",16,2.7
2008,"67",80,1.29
2008,"67",91,1.14
2008,"67",99,12.3
2008,"67",19,1.175
2008,"67",19,0.01
